sha256	retained_occurrences	retained_paths
ae77631908fc59e4c6fad80d861fbadf920212631394319a04c18bfe14c91764	9	upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic/mlkem_native/src/native/x86_64/src/arith_native_x86_64.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic_deterministic/mlkem_native/src/native/x86_64/src/arith_native_x86_64.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/native/x86_64/src/arith_native_x86_64.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel/mlkem_native/src/native/x86_64/src/arith_native_x86_64.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel_native/mlkem_native/src/native/x86_64/src/arith_native_x86_64.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_native/mlkem_native/src/native/x86_64/src/arith_native_x86_64.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build/mlkem_native/src/native/x86_64/src/arith_native_x86_64.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build_native/mlkem_native/src/native/x86_64/src/arith_native_x86_64.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/mlkem/src/native/x86_64/src/arith_native_x86_64.h
af16e048da60454ae457d8519adf37c1e1ccf5decb455158d6a829be6a030f20	8	upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic/mlkem_native/src/fips202/native/aarch64/x4_v8a_v84a_scalar.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic_deterministic/mlkem_native/src/fips202/native/aarch64/x4_v8a_v84a_scalar.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel/mlkem_native/src/fips202/native/aarch64/x4_v8a_v84a_scalar.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/native/aarch64/x4_v8a_v84a_scalar.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_native/mlkem_native/src/fips202/native/aarch64/x4_v8a_v84a_scalar.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build/mlkem_native/src/fips202/native/aarch64/x4_v8a_v84a_scalar.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build_native/mlkem_native/src/fips202/native/aarch64/x4_v8a_v84a_scalar.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/mlkem/src/fips202/native/aarch64/x4_v8a_v84a_scalar.h
b3a46147965dbce7adc55be889d17c6f672c6d468aafb152010bf7e73264ad60	2	upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/proofs/cbmc/polyvec_basemul_acc_montgomery_cached_k2_native_aarch64/polyvec_basemul_acc_montgomery_cached_k2_native_aarch64_harness.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/proofs/cbmc/polyvec_basemul_acc_montgomery_cached_k2_native_x86_64/polyvec_basemul_acc_montgomery_cached_k2_native_x86_64_harness.c
b3de1f7602b10c6033eee8b235138190ed09df917ec9326c2b38ce1083c541ce	12	upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic/mlkem_native/src/kem.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic_deterministic/mlkem_native/src/kem.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202/mlkem_native/src/kem.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/kem.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/custom_backend/mlkem_native/src/kem.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build/mlkem_native/src/kem.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel/mlkem_native/src/kem.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel_native/mlkem_native/src/kem.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_native/mlkem_native/src/kem.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build/mlkem_native/src/kem.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build_native/mlkem_native/src/kem.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/mlkem/src/kem.c
b7308b590b9d7bd57e9b6b37cbd5e0d1c2a6174926cefff72bbf4f90045cfd2b	11	upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic/test_only_rng/notrandombytes.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202/test_only_rng/notrandombytes.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/test_only_rng/notrandombytes.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/custom_backend/test_only_rng/notrandombytes.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build/test_only_rng/notrandombytes.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel/test_only_rng/notrandombytes.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel_native/test_only_rng/notrandombytes.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_native/test_only_rng/notrandombytes.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build/test_only_rng/notrandombytes.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build_native/test_only_rng/notrandombytes.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/test/notrandombytes/notrandombytes.h
b81dddd63984b5750f2cddc5a4ccc6b5e3ed7f541a15a62f1cd375bc819dd9d3	8	upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic/mlkem_native/src/fips202/native/aarch64/src/keccak_f1600_x4_v8a_v84a_scalar_hybrid_aarch64_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic_deterministic/mlkem_native/src/fips202/native/aarch64/src/keccak_f1600_x4_v8a_v84a_scalar_hybrid_aarch64_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel/mlkem_native/src/fips202/native/aarch64/src/keccak_f1600_x4_v8a_v84a_scalar_hybrid_aarch64_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/native/aarch64/src/keccak_f1600_x4_v8a_v84a_scalar_hybrid_aarch64_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_native/mlkem_native/src/fips202/native/aarch64/src/keccak_f1600_x4_v8a_v84a_scalar_hybrid_aarch64_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build/mlkem_native/src/fips202/native/aarch64/src/keccak_f1600_x4_v8a_v84a_scalar_hybrid_aarch64_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build_native/mlkem_native/src/fips202/native/aarch64/src/keccak_f1600_x4_v8a_v84a_scalar_hybrid_aarch64_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/mlkem/src/fips202/native/aarch64/src/keccak_f1600_x4_v8a_v84a_scalar_hybrid_aarch64_asm.S
be662d58c00fdfc8dfa14bdaf580f7af0c21ffb3211eba5e6a89654ab34afa22	10	upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/dev/x86_64/src/rej_uniform_table.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic/mlkem_native/src/native/x86_64/src/rej_uniform_table.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic_deterministic/mlkem_native/src/native/x86_64/src/rej_uniform_table.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/native/x86_64/src/rej_uniform_table.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel/mlkem_native/src/native/x86_64/src/rej_uniform_table.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel_native/mlkem_native/src/native/x86_64/src/rej_uniform_table.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_native/mlkem_native/src/native/x86_64/src/rej_uniform_table.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build/mlkem_native/src/native/x86_64/src/rej_uniform_table.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build_native/mlkem_native/src/native/x86_64/src/rej_uniform_table.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/mlkem/src/native/x86_64/src/rej_uniform_table.c
bef0cf45ac2cc8338fa05ce0deb478c7d077f46f0ee59b24d03daa983ac56a45	5	upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build/mlkem_native/mlkem_native.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel/mlkem_native/mlkem_native.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel_native/mlkem_native/mlkem_native.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_native/mlkem_native/mlkem_native.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/mlkem/mlkem_native.c
c1418a61801656ffe6bd934dc32fbcbfb4ec348e6a40f5363508f5451be061dc	2	upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/proofs/cbmc/polyvec_basemul_acc_montgomery_cached/polyvec_basemul_acc_montgomery_cached_harness.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/proofs/cbmc/polyvec_basemul_acc_montgomery_cached_native/polyvec_basemul_acc_montgomery_cached_native_harness.c
c3c2222b1a47112df089e93ffabd4fd019744d0be6ea5a9c3d15eadd637bab37	9	upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic/mlkem_native/src/native/ppc64le/src/intt_ppc_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic_deterministic/mlkem_native/src/native/ppc64le/src/intt_ppc_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/native/ppc64le/src/intt_ppc_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel/mlkem_native/src/native/ppc64le/src/intt_ppc_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel_native/mlkem_native/src/native/ppc64le/src/intt_ppc_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_native/mlkem_native/src/native/ppc64le/src/intt_ppc_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build/mlkem_native/src/native/ppc64le/src/intt_ppc_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build_native/mlkem_native/src/native/ppc64le/src/intt_ppc_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/mlkem/src/native/ppc64le/src/intt_ppc_asm.S
c4ad2278ef016d2816b8d1049b73fd42e5a0f4acc3dd4dba3c969a94d80a2034	9	upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic/mlkem_native/src/native/ppc64le/README.md | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic_deterministic/mlkem_native/src/native/ppc64le/README.md | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/native/ppc64le/README.md | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel/mlkem_native/src/native/ppc64le/README.md | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel_native/mlkem_native/src/native/ppc64le/README.md | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_native/mlkem_native/src/native/ppc64le/README.md | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build/mlkem_native/src/native/ppc64le/README.md | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build_native/mlkem_native/src/native/ppc64le/README.md | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/mlkem/src/native/ppc64le/README.md
c4d7ab8a6e977538980bce0e9f8550d0abdb1966e78cf2c2572e83efd203180b	2	upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/proofs/cbmc/poly_decompress_d10/poly_decompress_d10_harness.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/proofs/cbmc/poly_decompress_d10_native/poly_decompress_d10_native_harness.c
c5ebc5c092628cbb9018d4b73d7330ffc84e3f44576c1bddcd884c3e5158a18c	3	upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202/custom_fips202/tiny_sha3/LICENSE | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/custom_fips202/tiny_sha3/LICENSE | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/custom_backend/mlkem_native/src/fips202/native/custom/src/LICENSE
c7503836f6acb3e595d9a028d34dcd6b8b981687e299fff7ab33c543458745f9	9	upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic/mlkem_native/src/native/x86_64/src/polyvec_basemul_acc_montgomery_cached_k2_avx2_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic_deterministic/mlkem_native/src/native/x86_64/src/polyvec_basemul_acc_montgomery_cached_k2_avx2_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/native/x86_64/src/polyvec_basemul_acc_montgomery_cached_k2_avx2_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel/mlkem_native/src/native/x86_64/src/polyvec_basemul_acc_montgomery_cached_k2_avx2_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel_native/mlkem_native/src/native/x86_64/src/polyvec_basemul_acc_montgomery_cached_k2_avx2_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_native/mlkem_native/src/native/x86_64/src/polyvec_basemul_acc_montgomery_cached_k2_avx2_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build/mlkem_native/src/native/x86_64/src/polyvec_basemul_acc_montgomery_cached_k2_avx2_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build_native/mlkem_native/src/native/x86_64/src/polyvec_basemul_acc_montgomery_cached_k2_avx2_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/mlkem/src/native/x86_64/src/polyvec_basemul_acc_montgomery_cached_k2_avx2_asm.S
c8d2e50f7ccce19822030786a1a99f0892db63ebe5b020fa91a5383c9700dd22	10	upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic/mlkem_native/src/fips202/fips202x4.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic_deterministic/mlkem_native/src/fips202/fips202x4.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/custom_backend/mlkem_native/src/fips202/fips202x4.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build/mlkem_native/src/fips202/fips202x4.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel/mlkem_native/src/fips202/fips202x4.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/fips202x4.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_native/mlkem_native/src/fips202/fips202x4.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build/mlkem_native/src/fips202/fips202x4.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build_native/mlkem_native/src/fips202/fips202x4.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/mlkem/src/fips202/fips202x4.h
ca26af0242b3909d82a41581384bf8bd660f5fe84b09a80e4b94addb735f054c	8	upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic/mlkem_native/src/fips202/native/armv81m/src/fips202_native_armv81m.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic_deterministic/mlkem_native/src/fips202/native/armv81m/src/fips202_native_armv81m.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel/mlkem_native/src/fips202/native/armv81m/src/fips202_native_armv81m.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/native/armv81m/src/fips202_native_armv81m.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_native/mlkem_native/src/fips202/native/armv81m/src/fips202_native_armv81m.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build/mlkem_native/src/fips202/native/armv81m/src/fips202_native_armv81m.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build_native/mlkem_native/src/fips202/native/armv81m/src/fips202_native_armv81m.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/mlkem/src/fips202/native/armv81m/src/fips202_native_armv81m.h
ca485705ed13888726c8ddd568be32612c4e118aeaf01e4e2642e17ac138dd78	9	upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic/mlkem_native/src/native/ppc64le/meta.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic_deterministic/mlkem_native/src/native/ppc64le/meta.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/native/ppc64le/meta.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel/mlkem_native/src/native/ppc64le/meta.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel_native/mlkem_native/src/native/ppc64le/meta.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_native/mlkem_native/src/native/ppc64le/meta.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build/mlkem_native/src/native/ppc64le/meta.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build_native/mlkem_native/src/native/ppc64le/meta.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/mlkem/src/native/ppc64le/meta.h
